Timestamp,Max Service Units
2024-10-17 12:03:50,1
2024-10-17 12:04:50,11
2024-10-17 12:05:50,8
2024-10-17 12:06:50,11
2024-10-17 12:07:50,10
2024-10-17 12:08:50,10
2024-10-17 12:09:50,10
2024-10-17 12:10:50,9
2024-10-17 12:11:50,9
2024-10-17 12:12:50,9
2024-10-17 12:13:50,9
2024-10-17 12:14:50,9
2024-10-17 12:15:50,9
2024-10-17 12:16:50,9
2024-10-17 12:17:50,9
2024-10-17 12:18:50,9
2024-10-17 12:19:50,9
2024-10-17 12:20:50,9
2024-10-17 12:21:50,9
2024-10-17 12:22:50,9
2024-10-17 12:23:50,9
2024-10-17 12:24:50,9
2024-10-17 12:25:50,9
2024-10-17 12:26:50,8
2024-10-17 12:27:50,9
2024-10-17 12:28:50,9
2024-10-17 12:29:50,9
2024-10-17 12:30:50,8
2024-10-17 12:31:50,9
2024-10-17 12:32:50,9
2024-10-17 12:33:50,9
2024-10-17 12:34:50,9
2024-10-17 12:35:50,9
2024-10-17 12:36:50,9
2024-10-17 12:37:50,9
2024-10-17 12:38:50,9
2024-10-17 12:39:50,9
2024-10-17 12:40:50,8
2024-10-17 12:41:50,8
2024-10-17 12:42:50,9
2024-10-17 12:43:50,9
2024-10-17 12:44:50,9
2024-10-17 12:45:50,9
2024-10-17 12:46:50,9
2024-10-17 12:47:50,9
2024-10-17 12:48:50,9
2024-10-17 12:49:50,9
2024-10-17 12:50:50,9
2024-10-17 12:51:50,9
2024-10-17 12:52:50,9
2024-10-17 12:53:50,9
2024-10-17 12:54:50,9
2024-10-17 12:55:50,9
2024-10-17 12:56:50,9
2024-10-17 12:57:50,9
2024-10-17 12:58:50,9
2024-10-17 12:59:50,9
2024-10-17 13:00:50,9
2024-10-17 13:01:50,9
2024-10-17 13:02:50,9
2024-10-17 13:03:50,9
2024-10-17 13:04:50,8
2024-10-17 13:05:50,9
2024-10-17 13:06:50,9
2024-10-17 13:07:50,9
2024-10-17 13:08:50,9
2024-10-17 13:09:50,9
2024-10-17 13:10:50,9
2024-10-17 13:11:50,9
2024-10-17 13:12:50,9
2024-10-17 13:13:50,8
2024-10-17 13:14:50,9
2024-10-17 13:15:50,9
2024-10-17 13:16:50,9
2024-10-17 13:17:50,9
2024-10-17 13:18:50,9
2024-10-17 13:19:50,9
2024-10-17 13:20:50,9
2024-10-17 13:21:50,9
2024-10-17 13:22:50,9
2024-10-17 13:23:50,9
2024-10-17 13:24:50,9
2024-10-17 13:25:50,9
2024-10-17 13:26:50,9
2024-10-17 13:27:50,8
2024-10-17 13:28:50,9
2024-10-17 13:29:50,9
2024-10-17 13:30:50,9
2024-10-17 13:31:50,9
2024-10-17 13:32:50,9
2024-10-17 13:33:50,9
2024-10-17 13:34:50,9
2024-10-17 13:35:50,8
2024-10-17 13:36:50,9
2024-10-17 13:37:50,9
2024-10-17 13:38:50,9
2024-10-17 13:39:50,9
2024-10-17 13:40:50,9
2024-10-17 13:41:50,9
2024-10-17 13:42:50,9
2024-10-17 13:43:50,12
2024-10-17 13:44:50,16
2024-10-17 13:45:50,26
2024-10-17 13:46:50,22
2024-10-17 13:47:50,12
2024-10-17 13:48:50,12
2024-10-17 13:49:50,12
2024-10-17 13:50:50,12
2024-10-17 13:51:50,11
2024-10-17 13:52:50,10
2024-10-17 13:53:50,18
2024-10-17 13:54:50,25
2024-10-17 13:55:50,16
2024-10-17 13:56:50,12
2024-10-17 13:57:50,12
2024-10-17 13:58:50,12
2024-10-17 13:59:50,12
2024-10-17 14:00:50,14
2024-10-17 14:01:50,12
2024-10-17 14:02:50,11
2024-10-17 14:03:50,19
2024-10-17 14:04:50,19
2024-10-17 14:05:50,18
2024-10-17 14:06:50,18
2024-10-17 14:07:50,12
2024-10-17 14:08:50,11
2024-10-17 14:09:50,11
2024-10-17 14:10:50,11
2024-10-17 14:11:50,11
2024-10-17 14:12:50,10
2024-10-17 14:13:50,17
2024-10-17 14:14:50,25
2024-10-17 14:15:50,22
2024-10-17 14:16:50,12
2024-10-17 14:17:50,11
2024-10-17 14:18:50,12
2024-10-17 14:19:50,11
2024-10-17 14:20:50,11
2024-10-17 14:21:50,10
2024-10-17 14:22:50,10
2024-10-17 14:23:50,16
2024-10-17 14:24:50,21
2024-10-17 14:25:50,21
2024-10-17 14:26:50,11
2024-10-17 14:27:50,11
2024-10-17 14:28:50,11
2024-10-17 14:29:50,11
2024-10-17 14:30:50,10
2024-10-17 14:31:50,9
2024-10-17 14:32:50,9
2024-10-17 14:33:50,16
2024-10-17 14:34:50,19
2024-10-17 14:35:50,26
2024-10-17 14:36:50,13
2024-10-17 14:37:50,12
2024-10-17 14:38:50,12
2024-10-17 14:39:50,11
2024-10-17 14:40:50,11
2024-10-17 14:41:50,10
2024-10-17 14:42:50,10
2024-10-17 14:43:50,17
2024-10-17 14:44:50,16
2024-10-17 14:45:50,24
2024-10-17 14:46:50,12
2024-10-17 14:47:50,12
2024-10-17 14:48:50,11
2024-10-17 14:49:50,11
2024-10-17 14:50:50,11
2024-10-17 14:51:50,10
2024-10-17 14:52:50,9
2024-10-17 14:53:50,15
2024-10-17 14:54:50,15
2024-10-17 14:55:50,17
2024-10-17 14:56:50,18
2024-10-17 14:57:50,13
2024-10-17 14:58:50,12
2024-10-17 14:59:50,11
2024-10-17 15:00:50,12
2024-10-17 15:01:50,12
2024-10-17 15:02:50,11
2024-10-17 15:03:50,15
